"user" "hotel"
"7505" 1961 61
"4501" 1191 7
"5531" 1460 56
"14475" 3786 59
"14644" 3825 18
"3658" 965 60
"16551" 4362 20
"2292" 596 58
"12149" 3160 37
"333" 85 18
"3794" 1007 14
"6739" 1753 35
"795" 208 41
"833" 211 41
"7077" 1838 28
"15303" 4012 10
"16801" 4435 46
"9390" 2467 6
"9053" 2387 56
"8082" 2127 59
"2033" 530 15
"16006" 4190 16
"10711" 2796 49
"14759" 3860 22
"5464" 1446 47
"11823" 3080 26
"5547" 1464 41
"1617" 408 56
"6522" 1698 17
"3451" 909 17
"10511" 2743 13
"12964" 3388 45
"3065" 807 15
"5552" 1465 48
"13004" 3400 33
"5489" 1449 26
"12366" 3213 63
"12123" 3154 56
"7829" 2060 45
"14405" 3769 3
"13266" 3479 64
"10715" 2798 56
"6695" 1744 53
"7489" 1957 56
"3858" 1022 59
"13667" 3591 23
"7232" 1887 37
"6482" 1694 43
"16219" 4258 40
"8617" 2270 12
"10005" 2626 7
"11323" 2946 56
"3614" 957 21
"15341" 4022 62
"15679" 4111 63
"1523" 382 18
"7356" 1921 4
"10574" 2767 16
"12629" 3287 40
"5739" 1522 41
"1664" 424 4
"15499" 4062 56
"3704" 980 51
"751" 195 47
"9386" 2466 58
"1268" 319 3
"15387" 4030 24
"12483" 3248 7
"4492" 1191 17
"12862" 3358 33
"5055" 1338 56
"607" 157 66
"3246" 854 37
"1066" 281 25
"8387" 2206 52
"109" 32 45
"14017" 3678 38
"11911" 3105 24
"13973" 3671 27
"14301" 3741 56
"7719" 2020 16
"4041" 1069 52
"3606" 955 66
"6823" 1779 13
"17171" 4530 37
"11695" 3045 48
"8552" 2256 3
"902" 236 28
"5237" 1388 6
"7009" 1827 2
"9539" 2502 3
"6237" 1638 62
"12550" 3268 37
"3167" 836 4
"9267" 2436 6
"16785" 4431 9
"14215" 3717 14
"12783" 3334 56
"16959" 4474 47
"11919" 3109 56
"1365" 345 18
"15065" 3944 10
"5474" 1447 6
"5525" 1459 37
"8258" 2172 46
"6606" 1723 16
"11960" 3119 4
"3777" 1003 59
"12602" 3283 52
"5167" 1369 56
"9800" 2566 56
"9035" 2384 24
"11793" 3078 43
"14725" 3851 18
"14156" 3699 17
"10178" 2656 39
"5591" 1477 59
"13545" 3560 2
"5669" 1497 66
"3434" 903 56
"2310" 601 5
"8640" 2277 33
"2276" 595 4
"14813" 3877 22
"7089" 1843 59
"10760" 2806 39
"17013" 4484 20
"12042" 3137 47
"661" 171 7
"1124" 299 57
"9212" 2423 7
"7920" 2085 3
"3138" 831 41
"4477" 1188 17
"5890" 1552 55
"8819" 2326 43
"9461" 2481 24
"6058" 1602 16
"7549" 1975 37
"12682" 3300 60
"14339" 3752 54
"6471" 1692 2
"16187" 4248 37
"4255" 1125 6
"964" 252 37
"10094" 2652 60
"13698" 3600 49
"8698" 2297 60
"4726" 1249 37
"12405" 3224 21
"1583" 401 51
"2041" 531 9
"5213" 1379 13
"5978" 1579 17
"4738" 1253 55
"13159" 3445 39
"4322" 1145 5
"7520" 1967 11
"1453" 365 60
"4554" 1206 47
"10379" 2711 59
"8604" 2268 35
"7278" 1898 46
"6079" 1609 21
"8566" 2260 1
"16132" 4231 26
"7597" 1990 13
"9200" 2421 18
"15556" 4078 56
"14891" 3900 39
"11496" 2993 41
"10682" 2791 17
"14521" 3799 11
"15968" 4184 17
"15423" 4043 2
"5725" 1515 13
"10114" 2654 56
"11617" 3025 19
"8369" 2201 7
"1424" 358 17
"15041" 3936 37
"16651" 4395 16
"13006" 3400 6
"9209" 2423 28
"6605" 1722 47
"11827" 3080 28
"11120" 2897 60
"8034" 2113 13
"13169" 3448 53
"16336" 4296 49
"14568" 3808 52
"15375" 4030 26
"6887" 1794 17
"12886" 3366 60
"5441" 1440 53
"528" 134 12
"16962" 4475 26
"12837" 3352 43
"16354" 4301 46
"16342" 4297 60
"15013" 3929 18
"13683" 3595 60
"587" 151 37
"10931" 2845 49
"1624" 411 13
"10048" 2639 29
"12988" 3397 49
"17180" 4534 60
"9081" 2393 18
"11958" 3119 56
"4831" 1272 47
"13411" 3524 14
"5001" 1325 45
"4042" 1069 37
"2021" 528 28
"175" 48 46
"15586" 4084 37
"11117" 2895 56
"5439" 1440 4
"2362" 615 47
"14515" 3796 6
"12897" 3369 4
"15545" 4074 57
"1987" 519 59
"5027" 1332 56
"9974" 2618 1
"2876" 761 31
"14397" 3768 24
"14786" 3867 47
"4312" 1144 13
"8267" 2175 49
"16507" 4348 7
"12139" 3157 37
"2301" 598 10
"7569" 1983 37
"1308" 329 16
"539" 139 57
"5250" 1393 13
"12309" 3199 60
"14650" 3828 17
"3753" 996 11
"14995" 3925 42
"160" 46 45
"5759" 1524 50
"11928" 3111 49
"7432" 1942 58
"16863" 4454 2
"4340" 1150 61
"6728" 1753 43
"14464" 3784 55
"1936" 504 65
"7331" 1916 49
"2395" 623 56
"4382" 1159 17
"6372" 1663 38
"7637" 1996 60
"7795" 2048 8
"5220" 1382 2
"6094" 1613 65
"3453" 910 45
"10762" 2807 15
"12043" 3137 6
"8986" 2372 62
"5124" 1359 49
"14185" 3708 57
"7308" 1908 56
"750" 195 43
"501" 129 42
"7560" 1979 39
"14493" 3790 48
"5182" 1372 56
"5031" 1333 41
"13527" 3555 56
"1925" 501 59
"3426" 900 47
"15909" 4170 56
"7534" 1969 7
"5617" 1484 18
"17120" 4514 64
"1502" 379 32
"9622" 2521 24
"6543" 1704 56
"5564" 1469 56
"3789" 1006 57
"5928" 1565 6
"1958" 510 39
"11201" 2917 53
"782" 204 17
"2456" 639 11
"6261" 1643 59
"10275" 2684 60
"16175" 4244 63
"4518" 1195 55
"2722" 717 41
"4129" 1092 62
"12304" 3198 49
"1796" 463 56
"7435" 1943 18
"122" 36 2
"12177" 3168 35
"15746" 4129 61
"11224" 2922 19
"4208" 1116 14
"12166" 3165 28
"13845" 3640 14
"17214" 4542 56
"62" 18 59
"4985" 1323 28
"3688" 975 56
"12034" 3135 3
"14317" 3744 19
"8449" 2226 60
"10476" 2734 49
"3181" 838 18
"5153" 1366 27
"9994" 2625 2
"861" 221 37
"7465" 1950 19
"9958" 2613 46
"13024" 3405 56
"7179" 1873 64
"2051" 535 4
"5517" 1456 11
"33" 10 59
"15608" 4090 37
"11272" 2933 21
"1490" 375 39
"15841" 4150 39
"3428" 901 56
"9486" 2488 24
"1276" 321 41
"15240" 3996 28
"5990" 1582 12
"1891" 491 63
"10124" 2656 44
"12361" 3210 17
"6061" 1603 60
"16436" 4329 41
"4800" 1262 59
"3014" 790 1
"10583" 2769 18
"8636" 2277 37
"3786" 1005 17
"9628" 2524 47
"5779" 1524 47
"2916" 771 61
"9332" 2453 31
"5176" 1371 53
"6527" 1700 56
"3989" 1053 66
"8908" 2354 55
"2978" 782 33
"480" 125 6
"6081" 1610 35
"5838" 1539 15
"8948" 2364 47
"9437" 2476 60
"15310" 4014 29
"10732" 2803 30
"15469" 4052 24
"5305" 1407 48
"9512" 2492 46
"6639" 1731 30
"5225" 1384 8
"5287" 1403 28
"4189" 1110 52
"97" 28 60
"7236" 1887 55
"9521" 2496 13
"15139" 3966 38
"11111" 2894 66
"16371" 4305 27
"7200" 1879 60
"6278" 1646 52
"14205" 3715 56
"14772" 3864 35
"4423" 1172 23
"8210" 2162 44
"16213" 4257 63
"7649" 2002 62
"16965" 4476 37
"4209" 1116 62
"6763" 1759 37
"16385" 4310 10
"8909" 2354 13
"2723" 717 12
"10054" 2640 8
"1456" 366 56
"8513" 2243 56
"2843" 750 17
"14811" 3877 18
"14459" 3783 55
"16424" 4326 41
"10196" 2660 43
"2196" 578 46
"14539" 3803 29
"17101" 4509 41
"222" 58 10
"12187" 3170 53
"12960" 3387 47
"14442" 3779 11
"5384" 1427 52
"14703" 3846 37
"879" 227 23
"1948" 507 34
"3697" 977 37
"7342" 1920 43
"16559" 4365 23
"7998" 2103 60
"7586" 1988 4
"4507" 1192 61
"5195" 1374 43
"16744" 4419 18
"9543" 2503 56
"7462" 1948 48
"12895" 3369 63
"5711" 1511 37
"4793" 1259 59
"9009" 2377 39
"1964" 511 60
"10323" 2696 49
"13773" 3623 8
"3480" 918 7
"10154" 2656 56
"5248" 1392 41
"4829" 1271 40
"15347" 4024 15
"5600" 1478 46
"3153" 834 33
"9435" 2475 7
"2546" 667 3
"10623" 2776 8
"13672" 3592 54
"16704" 4406 16
"11334" 2951 62
"2474" 646 62
"13327" 3502 19
"7963" 2094 40
"4742" 1254 56
"17177" 4532 52
"9718" 2546 18
"2223" 585 60
"4884" 1291 49
"12188" 3171 35
"1367" 345 4
"9438" 2477 17
"16784" 4431 55
"9163" 2414 60
"5766" 1524 1
"11236" 2922 60
"2679" 703 33
"9273" 2439 17
"13291" 3488 56
"5843" 1541 37
"1339" 338 46
"7334" 1917 38
"8892" 2349 3
"3668" 969 17
"2284" 595 46
"9751" 2557 17
"9487" 2488 60
"5667" 1497 26
"8951" 2365 4
"2017" 528 60
"14971" 3917 56
"3442" 907 41
"13509" 3550 1
"3749" 994 38
"1050" 274 56
"14410" 3770 45
"13339" 3507 51
"5082" 1345 38
"4467" 1186 37
"6817" 1778 13
"16121" 4227 59
"14920" 3904 26
"15751" 4131 14
"1660" 422 60
"10033" 2635 26
"6011" 1588 60
"4908" 1297 51
"3224" 848 17
"16494" 4346 5
"4856" 1281 24
"13566" 3567 66
"12892" 3368 37
"3283" 863 57
"4161" 1102 37
"15870" 4156 48
"13699" 3600 41
"1708" 439 56
"6950" 1808 52
"755" 197 63
"3618" 959 23
"5506" 1454 56
"7609" 1994 5
"14590" 3811 38
"11763" 3065 46
"15541" 4073 35
"8744" 2308 16
"12958" 3386 28
"3481" 918 39
"5683" 1501 24
"13643" 3587 63
"1501" 379 17
"10824" 2819 26
"5856" 1543 4
"10452" 2726 18
"15090" 3948 4
"13027" 3407 60
"16735" 4416 3
"12203" 3173 19
"2901" 766 57
"7366" 1921 3
"6943" 1805 15
"7" 3 63
"10602" 2774 14
"13893" 3654 55
"1766" 455 39
"7987" 2099 55
"13165" 3447 18
"3785" 1005 37
"1468" 369 2
"1295" 326 26
"15973" 4187 16
"10683" 2792 18
"15693" 4114 17
"4583" 1211 8
"14252" 3727 56
"14329" 3749 8
"4128" 1092 14
"4930" 1306 24
"9079" 2393 26
"2482" 649 58
"10482" 2735 39
"3502" 924 56
"14013" 3678 61
"6810" 1775 60
"6117" 1615 47
"6771" 1760 32
"13528" 3556 37
"10859" 2827 26
"5207" 1377 13
"1563" 394 6
"1873" 486 51
"16293" 4281 26
"6070" 1607 33
"3028" 795 60
"7487" 1956 37
"16320" 4291 19
"2233" 587 13
"3827" 1013 3
"8994" 2374 17
"14532" 3801 28
"267" 71 4
"16298" 4283 6
"4587" 1212 3
"14388" 3765 15
"9910" 2597 20
"10977" 2861 66
"9961" 2614 55
"7262" 1893 40
"11425" 2974 39
"14105" 3688 33
"16150" 4236 6
"10978" 2861 4
"1028" 271 47
"14165" 3703 61
"13913" 3661 56
"11777" 3070 60
"2827" 746 14
"5532" 1460 66
"13176" 3451 56
"1462" 368 21
"6878" 1791 35
"8767" 2313 61
"1937" 504 53
"5356" 1420 19
"5917" 1560 11
"16505" 4348 5
"7931" 2088 4
"7222" 1884 56
"4573" 1210 57
"13236" 3472 26
"3738" 990 8
"15769" 4135 59
"10162" 2656 47
"14770" 3863 64
"7399" 1931 51
"5705" 1509 56
"3139" 831 16
"7158" 1865 13
"15430" 4045 66
"3381" 889 37
"5389" 1428 55
"121" 35 63
"9029" 2382 17
"5783" 1525 23
"10924" 2842 17
"5061" 1339 43
"16746" 4420 18
"8174" 2156 39
"3752" 995 56
"1955" 509 59
"12943" 3384 43
"8577" 2263 47
"7256" 1892 39
"16841" 4449 27
"3020" 792 13
"2871" 759 14
"15578" 4082 37
"10900" 2835 49
"12066" 3141 18
"15314" 4016 18
"1723" 443 13
"6520" 1698 38
"14634" 3823 2
"1735" 446 56
"4700" 1242 17
"10107" 2653 13
"691" 177 39
"8015" 2108 37
"4089" 1084 14
"16950" 4472 34
"2761" 725 66
"17054" 4496 47
"7437" 1943 14
"14622" 3819 66
"6993" 1822 56
"6634" 1730 50
"10257" 2680 2
"13251" 3474 13
"5548" 1464 16
"11316" 2944 17
"5953" 1573 46
"11705" 3048 43
"8788" 2317 15
"189" 52 11
"11981" 3123 45
"3267" 859 26
"5317" 1409 2
"11038" 2873 17
"13641" 3587 66
"10756" 2806 2
"5385" 1428 62
"4392" 1163 59
"12236" 3182 38
"7727" 2023 66
"12867" 3359 17
"10668" 2787 55
"4997" 1323 6
"13579" 3571 16
"3886" 1031 59
"15135" 3964 11
"8152" 2149 22
"10147" 2656 65
"1570" 396 51
"2912" 770 28
"10097" 2652 17
"2572" 673 37
"4037" 1068 59
"11286" 2936 56
"4879" 1288 3
"14551" 3806 28
"1361" 343 13
"10617" 2776 39
"10000" 2625 7
"6641" 1731 47
"8371" 2202 6
"3470" 915 25
"16173" 4244 12
"16691" 4403 58
"8923" 2357 45
"10927" 2844 12
"476" 124 46
"1950" 507 37
"8018" 2109 39
"12580" 3276 66
"4331" 1148 41
"6722" 1751 7
"15304" 4013 46
"12303" 3198 15
"4093" 1084 51
"880" 227 36
"6247" 1641 17
"16232" 4260 59
"8115" 2136 42
"2671" 701 32
"15188" 3980 66
"5713" 1512 60
"14969" 3917 45
"4885" 1291 10
"5116" 1355 18
"1721" 443 49
"12495" 3252 56
"13635" 3585 49
"4455" 1183 10
"16793" 4433 56
"5444" 1441 53
"8165" 2153 18
"3323" 874 41
"11115" 2895 26
"9618" 2519 2
"12975" 3392 15
"12051" 3139 18
"9368" 2463 59
"7598" 1990 60
"5734" 1519 29
"11918" 3108 42
"14508" 3795 6
"10431" 2720 17
"7950" 2093 53
"2107" 551 37
"3680" 973 18
"7914" 2082 7
"5553" 1466 56
"9950" 2610 38
"9851" 2580 6
"2897" 766 19
"13624" 3582 33
"12257" 3187 35
"7143" 1860 63
"8838" 2333 14
"13304" 3493 48
"16944" 4472 66
"3659" 966 22
"17175" 4532 37
"5429" 1438 20
"24" 6 56
"16397" 4316 56
"1290" 326 52
"11412" 2970 8
"1086" 285 39
"6589" 1718 26
"9842" 2576 6
"15996" 4189 17
"9436" 2476 13
"9833" 2576 59
"16634" 4392 56
"9118" 2402 56
"7976" 2098 42
"4186" 1110 60
"15573" 4082 40
"12325" 3204 3
"1944" 506 17
"16545" 4360 17
"8051" 2120 10
"286" 75 56
"2778" 731 49
"10315" 2694 10
"9434" 2475 33
"8978" 2371 17
"10182" 2656 54
"17222" 4544 36
"4431" 1176 39
"13966" 3671 55
"2375" 618 24
"17228" 4544 45
"11501" 2994 39
"7701" 2015 29
"2516" 658 56
"4103" 1085 60
"12296" 3196 1
"12912" 3373 57
"13172" 3450 26
"7861" 2068 18
"7058" 1836 49
"17164" 4526 56
"4483" 1189 1
"12467" 3243 10
"10183" 2656 10
"13110" 3429 47
"16227" 4260 55
"11221" 2922 23
"6089" 1612 4
"16911" 4464 59
"10053" 2640 24
"5946" 1571 55
"14735" 3852 13
"10039" 2636 60
"5806" 1531 22
"15018" 3931 59
"5847" 1541 16
"2611" 683 13
"13872" 3648 49
"12228" 3181 60
"7600" 1991 6
"2174" 571 12
"14043" 3678 18
"1775" 458 23
"10800" 2813 4
"11251" 2925 20
"6858" 1786 54
"6084" 1610 1
"2169" 569 56
"8556" 2257 15
"2189" 576 17
"5863" 1544 48
"15923" 4174 18
"14178" 3706 37
"1487" 375 50
"4926" 1304 28
"15290" 4008 56
"8501" 2239 16
"2632" 688 58
"3204" 842 46
"11193" 2915 26
"5180" 1372 51
"1474" 372 56
"5808" 1531 8
"3214" 845 17
"12496" 3253 10
"7324" 1913 1
"8801" 2320 56
"12757" 3325 39
"13331" 3504 17
"5292" 1404 32
"12135" 3156 18
"15630" 4097 16
"2543" 666 60
"15344" 4023 7
"9506" 2491 34
"14848" 3887 52
"14200" 3714 21
"16788" 4432 18
"7139" 1859 21
"10503" 2741 60
"2835" 747 45
"10753" 2806 37
"3295" 866 48
"1892" 491 18
"15757" 4131 59
"8314" 2187 35
"8044" 2118 6
"2345" 609 34
"6082" 1610 62
"2059" 537 39
"12855" 3356 30
"441" 114 26
"3968" 1047 56
"11849" 3086 27
"5818" 1532 49
"6942" 1805 52
"17011" 4483 16
"1447" 363 12
"12111" 3150 39
"9937" 2605 43
"10338" 2700 52
"6392" 1667 38
"16825" 4443 13
"10596" 2772 47
"1301" 327 57
"2809" 739 3
"15530" 4071 66
"5033" 1333 28
"8893" 2349 28
"2839" 749 39
"7122" 1854 41
"4474" 1188 56
"8077" 2126 66
"14681" 3839 3
"12559" 3272 52
"3258" 857 63
"13130" 3435 46
"14394" 3767 39
"13549" 3562 6
"17082" 4503 37
"759" 197 56
"7626" 1994 47
"10842" 2824 6
"1651" 418 56
"9339" 2455 7
"15067" 3945 60
"9282" 2442 3
"16868" 4454 36
"9325" 2452 13
"5226" 1384 60
"10541" 2754 37
"4632" 1224 6
"9924" 2601 59
"17087" 4505 56
"14404" 3769 2
"9694" 2541 33
"3966" 1046 39
"3016" 791 4
"4283" 1135 11
"1928" 502 52
"8392" 2207 41
"13307" 3494 59
"2222" 585 15
"13584" 3572 60
"9276" 2439 52
"13057" 3410 49
"12879" 3364 2
"3523" 930 42
"5855" 1543 60
"7028" 1833 60
"13852" 3642 16
"12627" 3287 17
"8980" 2371 37
"6296" 1651 56
"2944" 777 26
"4725" 1249 38
"13421" 3526 43
"10943" 2849 4
"8508" 2242 47
"10815" 2817 39
"1840" 476 30
"13052" 3410 45
"2770" 729 37
"16867" 4454 47
"13015" 3401 19
"1037" 273 15
"7307" 1908 60
"3700" 978 6
"297" 77 59
"9192" 2419 64
"16356" 4302 56
"10334" 2700 37
"12649" 3292 60
"8147" 2146 43
"6134" 1617 26
"8567" 2261 60
"11769" 3066 17
"9802" 2567 13
"14327" 3748 55
"1521" 382 47
"15468" 4052 2
"10491" 2737 25
"7969" 2095 29
"8855" 2337 46
"15775" 4137 53
"3454" 911 55
"11505" 2996 10
"715" 185 26
"16319" 4291 45
"681" 174 37
"16095" 4220 4
"9513" 2493 22
"396" 99 2
"629" 162 3
"6039" 1595 56
"16256" 4269 43
"6376" 1664 10
"13074" 3417 56
"3353" 884 34
"15445" 4047 4
"3583" 946 6
"680" 174 39
"16351" 4301 17
"11029" 2871 46
"7004" 1825 56
"2765" 726 57
"6180" 1624 56
"9279" 2440 60
"12923" 3376 59
"3918" 1037 17
"15207" 3986 54
"10781" 2808 59
"9061" 2389 60
"12039" 3137 2
"11273" 2933 6
"1238" 311 35
"10840" 2823 39
"4108" 1087 42
"10186" 2657 50
"11490" 2992 6
"9361" 2460 6
"1306" 329 4
"517" 131 10
"11331" 2950 37
"14699" 3845 32
"4588" 1212 4
"12773" 3330 59
"8503" 2240 41
"1085" 284 56
"13489" 3544 65
"16238" 4263 56
"4801" 1262 56
"2047" 533 4
"3263" 858 16
"10173" 2656 12
"12815" 3345 23
"8394" 2208 19
"574" 147 39
"10788" 2810 18
"11345" 2953 52
"3872" 1028 17
"15208" 3986 38
"11240" 2923 41
"1443" 362 3
"3402" 894 63
"12341" 3209 59
"14899" 3901 57
"2494" 651 60
"1063" 280 50
"5611" 1481 56
"9215" 2423 59
"16956" 4473 53
"3355" 885 38
"15614" 4091 60
"7360" 1921 14
"15754" 4131 39
"4596" 1214 46
"14938" 3909 38
"5819" 1532 8
"14963" 3915 61
"12253" 3187 62
"8815" 2325 13
"7818" 2056 26
"14292" 3740 60
"14851" 3887 59
"8987" 2373 53
"5461" 1444 49
"8454" 2228 13
"1209" 304 57
"7693" 2012 56
"14400" 3768 45
"12574" 3275 47
"9455" 2479 8
"3982" 1052 38
"5788" 1526 28
"14745" 3855 23
"6877" 1791 26
"7513" 1964 60
"3695" 977 41
"7183" 1873 66
"2069" 540 10
"3357" 886 51
"15982" 4187 3
"3971" 1048 13
"5262" 1396 37
"7424" 1940 37
"8946" 2363 58
"6496" 1697 56
"5737" 1521 60
"7481" 1954 59
"1819" 470 14
"15087" 3947 15
"2273" 594 56
"690" 177 11
"11912" 3106 61
"12038" 3136 15
"10779" 2808 35
"9428" 2473 3
"12789" 3336 4
"12054" 3140 26
"16616" 4387 6
"17111" 4512 53
"3449" 909 60
"13021" 3404 24
"8912" 2354 56
"6449" 1686 17
"4843" 1277 23
"4900" 1296 15
"6423" 1675 6
"1508" 380 5
"4232" 1121 6
"1100" 291 41
"3544" 935 11
"11593" 3018 49
"9075" 2392 40
"6244" 1640 66
"6794" 1768 56
"11281" 2935 60
"15922" 4174 1
"5466" 1446 14
"1109" 294 43
"13026" 3406 62
"8884" 2346 4
"5228" 1385 16
"12379" 3219 47
"13752" 3615 39
"13252" 3474 4
"9103" 2398 10
"10932" 2846 39
"11942" 3116 41
"15138" 3966 3
"9283" 2442 4
"12082" 3148 15
"2803" 739 63
"1730" 444 56
"12055" 3140 54
"5603" 1479 17
"2378" 619 60
"1358" 342 3
"3336" 878 34
"10713" 2797 56
"16822" 4442 20
"12915" 3375 18
"6954" 1810 37
"16347" 4299 14
"2040" 531 41
"1065" 280 28
"14941" 3910 30
"1106" 294 60
"12392" 3222 43
"6909" 1799 4
"16460" 4335 10
"15345" 4023 32
"5932" 1566 59
"7606" 1994 10
"2312" 601 44
"16072" 4216 60
"12542" 3266 66
"3604" 954 39
"16865" 4454 24
"8331" 2191 11
"4217" 1118 25
"10086" 2650 17
"13276" 3484 39
"4493" 1191 15
"12358" 3209 13
"16819" 4441 28
"13094" 3424 23
"11582" 3014 10
"17004" 4483 26
"13597" 3577 59
"6762" 1759 15
"11172" 2910 38
"326" 85 60
"6598" 1720 39
"1526" 382 30
"15028" 3933 37
"16377" 4308 41
"14540" 3803 10
"1778" 459 17
"14079" 3683 35
"9221" 2424 52
"5452" 1442 15
"5395" 1429 14
"4580" 1211 24
"10206" 2662 17
"14199" 3714 11
"16968" 4478 51
"6249" 1641 35
"5358" 1420 49
"444" 115 17
"15629" 4096 12
"5495" 1450 66
"16973" 4478 8
"10733" 2803 52
"8081" 2127 12
"1555" 392 53
"3565" 940 51
"7539" 1971 62
"6466" 1691 47
"3897" 1034 16
"13202" 3458 46
"9473" 2484 13
"3479" 918 37
"13709" 3602 53
"991" 260 37
"10245" 2675 56
"5821" 1533 55
"11442" 2980 49
"14765" 3862 13
"11453" 2984 17
"2214" 583 41
"5346" 1417 50
"12902" 3370 24
"11680" 3043 45
"2202" 579 59
"1961" 510 10
"5538" 1462 60
"14266" 3731 28
"8405" 2212 26
"5224" 1383 17
"16760" 4424 59
"9723" 2547 25
"6229" 1636 39
"10954" 2852 4
"3862" 1024 62
"6872" 1790 56
"258" 68 58
"9306" 2448 60
"15085" 3947 46
"11880" 3094 39
"11168" 2909 37
"17090" 4506 43
"8901" 2351 3
"4320" 1145 6
"9707" 2544 37
"2089" 546 35
"9852" 2580 15
"4231" 1121 35
"9069" 2391 33
"8401" 2212 28
"17025" 4485 7
"4940" 1308 12
"9868" 2586 9
"13237" 3472 17
"85" 25 5
"7204" 1880 4
"1518" 382 42
"16443" 4331 31
"3985" 1052 64
"17197" 4537 55
"14621" 3819 45
"8774" 2316 42
"4197" 1113 62
"15064" 3944 25
"752" 195 37
"11441" 2980 60
"5" 3 26
"8691" 2294 6
"8711" 2300 62
"2703" 711 7
"8729" 2305 39
"12281" 3194 4
"15977" 4187 62
"9395" 2468 35
"6706" 1748 63
"2644" 693 10
"7862" 2068 3
"2751" 724 7
"14022" 3678 33
"12674" 3299 60
"8268" 2175 61
"5171" 1370 26
"4306" 1143 56
"11547" 3007 38
"8791" 2318 37
"16081" 4217 6
"13310" 3496 2
"904" 237 49
"6696" 1744 62
"10031" 2634 15
"12159" 3162 37
"12178" 3168 62
"8615" 2269 3
"381" 93 3
"10705" 2796 35
"2806" 739 49
"10389" 2711 48
"5003" 1325 41
"12397" 3223 12
"4487" 1189 45
"12331" 3206 15
"4148" 1097 10
"10169" 2656 37
"3667" 969 59
"14130" 3692 27
"5671" 1498 26
"2907" 769 39
"15878" 4159 61
"6910" 1799 18
"2862" 756 25
"5622" 1486 17
"13209" 3461 21
"6743" 1753 60
"5865" 1545 2
"13281" 3485 6
"14566" 3808 37
"6705" 1748 28
"16481" 4342 30
"15209" 3987 43
"10737" 2803 18
"6558" 1708 17
"10105" 2652 49
"12747" 3321 33
"8674" 2289 52
"6056" 1601 6
"1413" 355 52
"610" 157 24
"6440" 1682 16
"15477" 4053 25
"6264" 1644 56
"12598" 3281 50
"8247" 2170 40
"15229" 3992 25
"6505" 1698 54
"10493" 2737 21
"7400" 1932 50
"16120" 4227 15
"8293" 2180 41
"11166" 2908 9
"483" 125 13
"4140" 1095 38
"17042" 4491 27
"9537" 2501 51
"6337" 1659 2
"16854" 4452 42
"409" 104 60
"842" 215 56
"5514" 1455 45
"16322" 4291 25
"2267" 594 46
"14825" 3881 53
"6188" 1626 11
"14470" 3785 56
"8896" 2350 18
"7835" 2062 48
"15967" 4184 15
"65" 18 41
"12696" 3306 46
"7061" 1837 55
"13434" 3530 52
"13491" 3544 2
"16262" 4272 35
"4619" 1219 3
"7565" 1981 46
"142" 42 55
"11402" 2966 34
"11783" 3073 55
"9550" 2504 8
"6136" 1618 10
"8853" 2337 56
"10309" 2693 60
"13736" 3609 46
"5347" 1417 49
"318" 83 37
"3097" 816 39
"1860" 481 51
"7775" 2041 42
"11358" 2956 37
"8137" 2143 43
"9469" 2483 10
"2647" 694 60
"13287" 3488 61
"15315" 4016 39
"6374" 1664 18
"9540" 2502 45
"4106" 1087 66
"16809" 4437 4
"7823" 2057 9
"8409" 2213 62
"4576" 1211 56
"1728" 444 17
"3649" 963 15
"6693" 1743 20
"3304" 869 3
"6882" 1793 4
"5919" 1561 17
"7044" 1835 59
"1136" 301 4
"14457" 3782 59
"4324" 1145 13
"2299" 597 49
"2050" 534 6
"2291" 596 43
"13676" 3593 56
"15072" 3945 49
"9310" 2448 7
"6658" 1736 60
"15655" 4104 46
"7776" 2042 25
"13905" 3658 43
"6167" 1621 2
"11609" 3023 49
"3076" 810 41
"8519" 2245 59
"16303" 4285 19
"10772" 2808 26
"5170" 1370 63
"7253" 1891 56
"308" 80 39
"9321" 2451 2
"15492" 4060 6
"11319" 2945 63
"9880" 2591 39
"13799" 3632 33
"7713" 2019 39
"2698" 709 56
"10391" 2711 4
"9113" 2402 4
"11197" 2917 22
"8350" 2197 13
"13273" 3483 13
"15616" 4091 4
"4909" 1298 60
"2624" 687 29
"4754" 1255 18
"4118" 1090 37
"14856" 3889 51
"8713" 2301 46
"12506" 3256 56
"14728" 3852 53
"15145" 3969 26
"9472" 2484 15
"15215" 3988 61
"15320" 4017 49
"2506" 654 53
"10750" 2806 55
"12822" 3346 31
"12339" 3208 30
"6996" 1823 49
"9971" 2617 7
"6959" 1811 21
"15534" 4071 37
"14720" 3849 17
"7611" 1994 62
"5710" 1511 56
"697" 179 29
"11653" 3035 65
"14378" 3763 59
"12589" 3278 55
"14686" 3840 48
"3217" 846 10
"10626" 2776 2
"5251" 1394 61
"6856" 1785 8
"2068" 540 6
"820" 210 13
"14494" 3790 39
"14507" 3795 48
"7726" 2023 60
"17109" 4512 18
"7054" 1836 4
"16060" 4211 11
"16439" 4330 43
"5546" 1464 55
"6680" 1743 55
"6160" 1620 23
"13544" 3560 17
"5212" 1379 10
"16411" 4320 37
"12410" 3226 11
"4184" 1109 37
"5644" 1493 43
"849" 218 29
"274" 73 66
"7001" 1824 53
"5889" 1552 13
"12092" 3148 3
"14943" 3910 61
"1145" 303 19
"12963" 3388 35
"4913" 1299 38
"11953" 3118 39
"4859" 1283 17
"15134" 3964 12
"5291" 1404 56
"3166" 836 62
"11959" 3119 10
